dataset,num_pairs,checkpoint,num_inference_steps,guidance_scale,denoise_strength,blend_alpha,region_attn_scale,csim,id_retrieval_top1,expression_error
CelebA-HQ-256,100,checkpoint-5000,20,1.0,0.25,0.65,1.0,0.0245327160228043,0.0,0.2229824724793434
