dataset,num_pairs,csim,id_retrieval_top1,expression_error,checkpoint,denoise_strength,guidance_scale,blend_alpha,region_attn_scale,num_inference_steps
CelebA-HQ-256,100,0.02453271602280438,0.0,0.2229824724793434,checkpoint-5000,0.25,1.0,0.65,1.0,20
